Retailer_ID,Product_name,Product_description,Grammage,UPC,Ingredients,Warning,Product_sku,Brand,Rating,Review,Image_url,Retailer_URL,Selling_price
,Children's Zyrtec 24 Hour 10Mg Allergy Chews For Ages 6+ Grape,"Zyrtec 24 Hour Children's Chewable Allergy Medicine tablets in a grape flavor for 24-hour relief
Chewable allergy tablets for ages 6+ for temporary relief of symptoms of indoor & outdoor allergies
Chews help relieve allergy symptoms like runny nose, sneezing, itchy & watery eyes, & itchy nose & throat
Tablets provide relief from symptoms due to hay fever, & seasonal & upper respiratory allergies
Each allergy relief tablet contains 10 milligrams of the antihistamine cetirizine hydrochloride
Children's chewable tablets work strong on day one, & stronger on day two for all-allergy relief
Dye-free allergy medicine with cetirizine HCl is easy to take on the go & comes in a grape flavor
Kids chews contain no ingredient made from a gluten-containing grain (wheat, barley, or rye)
Relieve your child's allergy symptoms with Zyrtec 24 Hour Children's Allergy Grape Chewable Tablets. Suitable for kids ages 6+, each chewable allergy relief tablet contains 10 milligrams of antihistamine cetirizine hydrochloride to relieve allergy symptoms including runny nose, sneezing, itchy & watery eyes, & itchy nose & throat. These kids allergy medicine tablets for 24-hour relief work day & night to help alleviate symptoms from indoor & outdoor allergies, including symptoms due to hay fever & other upper respiratory allergies. This allergy medicine is dye free & comes in an easy-to-take chewable tablet with a grape flavor. Providing 24 hours of relief in just one chew, these children's chewable tablets work strong on day one, & stronger on day two for powerful relief all season long. Zyrtec is the #1 pediatrician recommended brand* for children's allergies. Kids chews contain no ingredient made from a gluten-containing grain (wheat, barley, or rye). *Among OTC oral antihistamines.
May be taken with or without water. Chew or crush tablets completely before swallowing. Adults and children 6 years and over: Chew and swallow 1 tablet (10 mg) once daily; do not take more than 1 tablet (10 mg) in 24 hours. A 5 mg product may be appropriate for less severe symptoms. Adults 65 years and over: ask a doctor. Children under 6 years of age: ask a doctor. Consumers with liver or kidney disease: ask a doctor. Other information: Store between 20 degrees  to 25 degrees C (68 degrees  to 77 degrees F)
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: Runny nose. Sneezing. Itchy, watery eyes. Itching of the nose or throat.
©
Johnson & Johnson",48.0 ea,30045024148,['Cetirizine HCl (10mg) (Antihistamine)'],"Do not use if you have ever had an allergic reaction to this product or any of its ingredients or to an antihistamine containing hydroxyzine. Ask a doctor before use if you have liver or kidney disease. Your doctor should determine if you need a different dose. Ask a doctor or pharmacist before use if you are taking tranquilizers or sedatives. When using this product: drowsiness may occur. Avoid alcoholic drinks. Alcohol, sedatives, and tranquilizers may increase drowsiness. Be careful when driving a motor vehicle or operating machinery. Stop use and ask a doctor if an allergic reaction to this product occurs. Seek medical help right away. If pregnant or breast-feeding: If breast-feeding: not recommended. If pregnant: ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.",400677776,Children's Zyrtec,4.8,445,"['https://pics.walgreens.com/prodimg/677776/450.jpg', 'https://pics.walgreens.com/prodimg/677776/2_450.jpg', 'https://pics.walgreens.com/prodimg/677776/3_450.jpg', 'https://pics.walgreens.com/prodimg/677776/4_450.jpg']",,39.99
,Afrin Stuffy Kids Nasal Spray,"Afrin Extra Moisturizing Stuffy Children's Nasal Spray pump mist has a less concentrated formula specially designed for children ages 6+. Providing Fast Nasal Congestion Relief, so your child can feel like themselves again. The special dosing chamber provides the right amount of solution that quickly relieves nasal congestion from colds and allergies. It provides targeted relief and lasts 12 hours, so your child can breathe more freely all-day and all-night.
#1 Doctor & Pharmacist Recommended Nasal Spray Brand (Pharmacy Times Survey).
Allergy relief that lasts up to 12 hours.
This children's nasal spray unblocks stuffy nose Fast.
Stuffy nose relief formulated for young children.
Temporarily relieves nasal congestion due to: common cold, hay fever, upper respiratory allergies.
Children 2 to under 6 years of age (with adult supervision): 2 or 3 sprays in each nostril not more often than every 10 to 12 hours. Use only recommended amount. Do not exceed 2 doses in any 24-hour period.
Children under 2 years of age: consult a doctor.
To Use: Shake well before use. Hold white tabs, press grooved area of cap firmly and turn counter clockwise. Before using the first time, prime metered pump by depressing pump firmly up to 10 times. To spray, hold bottle with thumb at base and nozzle between first and second fingers. Without tilting head, insert nozzle into nostril. Fully depress rim with a firm, even stroke. Wipe nozzle clean after use. Secure cap after use.
©Bayer.",0.5 fl oz,04110059667,['Oxymetazoline hydrochloride - 0.05 % (Nasal decongestant)'],"Ask a doctor before use if a child has: heart disease, high blood pressure, thyroid disease, diabetes. When using this product: do not use more than directed, do not use for more than 3 days. Use only as directed. Frequent or prolonged use may cause nasal congestion to recur or worsen. Temporary discomfort such as burning, stinging, sneezing or an increase in nasal discharge may occur, use of this container by more than one person may spread infection.
Stop use and ask a doctor if symptoms persist.
Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.",400660318,Afrin,4.6,217,"['https://pics.walgreens.com/prodimg/660318/450.jpg', 'https://pics.walgreens.com/prodimg/660318/2_450.jpg', 'https://pics.walgreens.com/prodimg/660318/3_450.jpg', 'https://pics.walgreens.com/prodimg/660318/4_450.jpg', 'https://pics.walgreens.com/prodimg/660318/5_450.jpg', 'https://pics.walgreens.com/prodimg/660318/6_450.jpg', 'https://pics.walgreens.com/prodimg/660318/7_450.jpg', 'https://pics.walgreens.com/prodimg/660318/8_450.jpg', 'https://pics.walgreens.com/prodimg/660318/9_450.jpg']",,12.99
,"Allegra Children's 12 Hour Allergy Relief Liquid, Non-Drowsy","Kid allergies are unpleasant, but taking children's allergy medicine doesn't have to be. Alleviate your child's allergy symptoms with Allegra Children's 12-Hour Allergy Relief Liquid in grape flavor. Children's Allegra is for kids 2 years and older provides 12 full hours of non-drowsy relief from sneezing, runny nose, itchy and watery eyes, and itchy nose or throat. Use Allegra children's allergy medicine for indoor and outdoor allergens like pollen, ragweed, grass, trees, and pet dander. Best of all, this allergy medicine is made with active ingredient fexofenadine, an antihistamine designed to have no impact on kids' concentration, alertness, or learning ability due to drowsiness. Stock up on Allegra Children's 12-Hour Liquid for everyday relief from kids' allergy symptoms.
INCLUDES: One (1) 4-ounce bottle of Allegra Children's 12-Hour Allergy Relief Liquid, Grape Flavor
12-HOUR RELIEF: One dose of liquid antihistamine provides 12 hours of powerful relief from kids' allergy symptoms
NON-DROWSY: Formulated with active ingredient fexofenadine, a non-drowsy OTC medication with 0% brain interference
FAST-ACTING: Children's 12-Hour allergy medicine starts working in one hour for relief from sneezing, runny nose, itchy and watery eyes, and itchy nose or throat
INDOOR & OUTDOOR ALLERGIES: Use Allegra Children's liquid for seasonal outdoor and indoor allergens like pollen, ragweed, grass, trees, dust, mold, and pet dander
BERRY FLAVOR LIQUID: This allergy medicine for children 2 years and older comes in a berry flavor and goes down smoothly
ALLERGIST RECOMMENDED: Allegra is the No. 1 allergist-recommended non-drowsy brand among OTC oral antihistamines
Shake well before using.
Use only with enclosed dosing cup.
Adults and children 12 years of age and over:
Take 10 mL every 12 hours; do not take more than 20 mL in 24 hours.
Children 2 to under 12 years of age:
Take 5 mL every 12 hours; do not take more than 10 mL in 24 hours.
Children under 2 years of age:
Ask a doctor.
Adults 65 years of age and older:
Ask a doctor.
Consumers with kidney disease:
Ask a doctor.
Note: mL= milliliters
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: runny nose itchy, watery eyes sneezing itching of the nose or throat.
Each 5mL contains: Potassium 5 mg and sodium 19 mg.
Safety sealed: Do not use if carton is opened or if printed foil inner seal on bottle is torn or missing.
Store between 20 and 25 C (68 and 77 F).
Color change from white to beige is expected over time. This does not impact product effectiveness and safety.
©2022",4.0 fl oz,04116742464,['Fexofenadine HCl - 30 mg (Antihistamine)'],"Do not use
if you have ever had an allergic reaction to this product or any of its ingredients.
Ask a doctor before use
if you have kidney disease. Your doctor should determine if you need a different dose.
When using this product:
Do not take more than directed.
Do not take at the same time as aluminum or magnesium antacids.
Do not take with fruit juices (see Directions).
Stop use and ask a doctor if
an allergic reaction to this product occurs. Seek medical help right away.
If pregnant or breast-feeding
, ask a health professional before use.
Keep out of reach of children.
In case of overdose, get medical help or contact a Poison Control Center right away.",400659021,Allegra,4.6,172,"['https://pics.walgreens.com/prodimg/659021/450.jpg', 'https://pics.walgreens.com/prodimg/659021/2_450.jpg', 'https://pics.walgreens.com/prodimg/659021/3_450.jpg', 'https://pics.walgreens.com/prodimg/659021/4_450.jpg', 'https://pics.walgreens.com/prodimg/659021/5_450.jpg', 'https://pics.walgreens.com/prodimg/659021/6_450.jpg', 'https://pics.walgreens.com/prodimg/659021/7_450.jpg', 'https://pics.walgreens.com/prodimg/659021/8_450.jpg']",,14.99
,Vicks NyQuil - Children's Cold & Cough + Runny Nose Multi-Symptom Medicine Berry,"When your child is sick, you need a medicine that will help them recover fast and has a delicious, kid-friendly taste to make it easier for them to take. Vicks NyQuil Kids Berry Cold & Cough + Runny Nose delivers fast and effective nighttime cold relief that helps your child recover faster with a delicious berry taste. NyQuil Kids Berry temporarily relieves your child's sneezing, runny nose, and cough so they can get the rest they need. Trust Vicks when your child needs powerful and fast multi-symptom relief from bothersome cold symptoms. Specially designed by the experts at Vicks with your kids in mind, this is free of alcohol, aspirin, acetaminophen, and high-fructose corn syrup. Vicks Kids NyQuil Cold & Cough is formulated for children ages 6 and up. Vicks has been trusted for over 125 years by families and parents to care for their children's worst cough & cold symptoms
EFFECTIVE & FAST COLD SYMPTOM RELIEF FOR KIDS. When your child is suffering from bothersome cold & cough symptoms, turn to Vicks NyQuil Kids Cold & Cough medicine
GREAT-TASTING BERRY FLAVOR. Specially formulated with a taste your child will enjoy
FREE OF alcohol, aspirin, acetaminophen, and high-fructose corn syrup
FORMULATED FOR AGES 6+, NIGHTTIME MULTI-SYMPTOM RELIEF from sneezing, runny nose, and cough
FROM THE MAKERS OF VICKS. The World's #1 selling cough and cold OTC brand
Made in USA
Take only as directed. Only use the dose cup provided. Do not exceed 4 doses per 24 hrs. Adults & children 12 yrs & over 30 mL every 6 hrs. Children 6 to under 12 yrs 15 mL every 6 hrs. Children 4 to under 6 yrs do not use unless directed by a doctor. Children under 4 yrs do not use. ©Procter & Gamble",8.0 fl oz,32390001433,"['Chlorpheniramine maleate - 2 mg (Antihistamine)', 'Dextromethorphan HBr - 15 mg (Cough suppressant)']","Do not use if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Do not use to make a child sleepy. Ask a doctor before use if you have glaucoma, cough that occurs with too much phlegm (mucus) a breathing problem or chronic cough that lasts or as occurs with smoking, asthma, chronic bronchitis or emphysema, trouble urinating due to enlarged prostate gland. Ask a doctor or pharmacist before use if you are taking sedatives or tranquilizers. When using this product excitability may occur, especially in children marked drowsiness may occur. Avoid alcoholic drinks. Be careful when driving a motor vehicle or operating machinery. Alcohol, sedatives, and tranquilizers may increase drowsiness. Stop use and ask a doctor if. Cough persists for more than 1 week, tends to recur, or is accompanied by a fever, rash, or persistent headache. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.
Temporarily relieves cold symptoms: Cough due to minor throat and bronchial irritation, sneezing, runny nose.",sku6082178,Vicks NyQuil - Children's,4.8,155,"['https://pics.walgreens.com/prodimg/372600/450.jpg', 'https://pics.walgreens.com/prodimg/372600/2_450.jpg', 'https://pics.walgreens.com/prodimg/372600/3_450.jpg', 'https://pics.walgreens.com/prodimg/372600/4_450.jpg', 'https://pics.walgreens.com/prodimg/372600/5_450.jpg', 'https://pics.walgreens.com/prodimg/372600/6_450.jpg', 'https://pics.walgreens.com/prodimg/372600/7_450.jpg', 'https://pics.walgreens.com/prodimg/372600/8_450.jpg', 'https://pics.walgreens.com/prodimg/372600/9_450.jpg']",,14.99
,"FridaBaby NoseFrida Saline Mist, Clear","Booger freedom starts with NoseFrida Saline Mist! Made with only water and salt, this gentle saline nasal spray is perfect for loosening snot and nasal congestion in baby's nose for the best sucking results! Recommended to use before NoseFrida the SnotSucker, this spray acts like a quick neti pot burst to soften boogers in baby's nasal passages.
Made in USA(with foreign and domestic ingredients)",3.4 fl oz,81002877145,[],The use of this dispense on more than one person may spread infection. Contents under pressure. Do not puncture or incinerate can. Do not expose to heat or store above 120 degrees Fahrenheit. Keep out of reach of children.,400659312,FridaBaby,4.7,105,"['https://pics.walgreens.com/prodimg/659312/450.jpg', 'https://pics.walgreens.com/prodimg/659312/2_450.jpg', 'https://pics.walgreens.com/prodimg/659312/3_450.jpg', 'https://pics.walgreens.com/prodimg/659312/4_450.jpg', 'https://pics.walgreens.com/prodimg/659312/5_450.jpg']",,6.99
,Vicks Sinex Kids Saline Easy Mist,"Breathe freely fast with Vicks Sinex Kids Saline Easy Mist! The gentle mist helps clear stuffy noses associated with year-round allergies and colds. The soothing isotonic saline soothes and comforts the upper respiratory tract. Sinex Kids Saline Easy Mist gently breaks up and loosens mucus. It's portable and easy to use with a one way flow for a clean experience. Can be used as often as needed, day or night, to clear sinus congestion. The long lasting, continuous mist is easy to control. The reusable mask and mouthpiece are top rack dishwasher safe.
GENTLY BREAKS UP MUCUS: Gently clears and soothes everyday stuff little noses and loosens mucus
REUSABLE MASK AND MOUTHPIECE: Top rack dishwasher safe mask and mouthpiece
SAFE FOR AGES 1 MONTH+: Safe for daily use and non-habit forming with no added scent or fragrance
EASY TO USE: Portable and easy to use with gentle, continuous nasal mist
TARGETS UPPER RESPIRATORY TRACT: Clears and comforts upper respiratory tract with soothing isotonic saline solution
FROM THE MAKERS OF VICKS. Trusted by families for 130 years
Wash hands with soap & water before use. Keep babies & children in upright position while using. 1. Remove cap & place mouthpiece on can & mask on mouthpiece. 2. Twist top clockwise to activate mist. 3. Hover mouthpiece or mask near nose & mouth & inhale for 1-3 minutes. Use with or without mask. 4. Twist in the opposite direction to stop mist. After use, remove mask & mouthpiece. Rinse with water & dry completely before next use. Mask & mouthpiece are top rack dishwasher safe. ©©Procter & Gamble",1.7 OZ,32390003402,[],Use of this container by more than one person may spread infection. Avoid spraying in eyes. Contents under pressure. Do not puncture or incinerate. Do not refrigerate. Keep in dry environment. KEEP OUT OF REACH OF CHILDREN,400672359,Vicks Sinex,4.8,55,"['https://pics.walgreens.com/prodimg/672359/450.jpg', 'https://pics.walgreens.com/prodimg/672359/2_450.jpg', 'https://pics.walgreens.com/prodimg/672359/3_450.jpg', 'https://pics.walgreens.com/prodimg/672359/4_450.jpg', 'https://pics.walgreens.com/prodimg/672359/5_450.jpg', 'https://pics.walgreens.com/prodimg/672359/6_450.jpg', 'https://pics.walgreens.com/prodimg/672359/7_450.jpg']",,34.99
,FridaBaby Nosefrida Saline Mist Inhaler,"Dry throat? Scratch that. The NoseFrida Saline Mist Inhaler instantly and gently soothes and moisturizes your baby's irritated upper airways, and helps relieve symptoms like congestion and discomfort caused by colds, allergies and other irritants. The ultra-fine, natural sterile saline mist penetrates deeper into nasal passages to help promote easier breathing.
Remove cap. If using mask, affix it to nozzle before use. Twist top clockwise to start continuous mist flow. Hold nozzle or mask close to nose and mouth to be inhaled while breathing. Inhale mist for 1-5 minutes per session. Twist closed when done. Use as often as needed.
Cleaning and Storage: Clean mask with soap and water or in dishwasher before and after use. Dry fully before storing. Mask and nozzle are dishwasher safe.",2.8 oz,81002877604,[],"Contents under pressure. Do not puncture or incinerate container. Do not expose to heat or store at temperatures above 120 degrees F. Keep out of the reach of children. If symptoms do not improve, discontinue use and consult a physician. Do not hold mask firmly against the skin as this can create a seal. Do not leave child unattended while using this product. Do not use if packaging or mask appears damaged.",400668976,FridaBaby,4.5,54,"['https://pics.walgreens.com/prodimg/668976/450.jpg', 'https://pics.walgreens.com/prodimg/668976/2_450.jpg', 'https://pics.walgreens.com/prodimg/668976/3_450.jpg', 'https://pics.walgreens.com/prodimg/668976/4_450.jpg', 'https://pics.walgreens.com/prodimg/668976/5_450.jpg']",,19.99
,Children's Benadryl Dye-Free Allergy Liquid,"Children's Benadryl Dye-Free Allergy Liquid Medicine in bubble gum flavor for allergy symptom relief.
Kids' medicine temporarily relieves symptoms due to hay fever and other upper respiratory allergies.
Contains 12.5 mg diphenhydramine HCl per dose to alleviate your child's allergy symptoms.
Antihistamine provides relief from runny nose; sneezing; and itchy eyes, nose and throat.
Intended for ages 6 to 11, Benadryl allergy medicine for kids is both alcohol-free and dye-free.
This allergy medication comes in a kid-friendly bubble gum flavor with a convenient dosing cup.
Formulated to be free of dyes, alcohol, sugar, parabens and high fructose corn syrup.
Get allergy relief from the brand moms turn to first when treating their children's allergies.
Give your child effective relief from common allergy symptoms with Children's Benadryl Dye-Free Allergy Liquid Medicine. Containing 12.5 milligrams of the antihistamine diphenhydramine HCI (5 mL), this liquid allergy medicine for kids relieves symptoms due to hay fever and other upper respiratory allergies, including runny nose, sneezing, itchy nose, itchy throat, and itchy, watery eyes. Available in kid-friendly bubble gum flavor, this children's allergy liquid is both alcohol-and dye-free and is intended for children ages 6 to 11. Help alleviate your child's allergy symptoms with the brand moms turn to first when they first treat their children's upper respiratory allergies. Children's Benadryl Allergy Liquid Medicine is formulated to be free of dyes, alcohol, sugar, parabens and high fructose corn syrup for effective allergy symptom relief.
Questions or comments? call 1-877-717-2824 or 215-273-8755 (collect)
Made in Japan
Remove bottle cap and squeeze your child's dose into the dosing cup. mL = milliliter; tsp = teaspoonful. Take every 4 to 6 hours, or as directed by a doctor. Do not take more than 6 doses in 24 hours. Replace original bottle cap to maintain child resistance. Children under 2 years: do not use. Children 2 to 5 years: do not use unless directed by a doctor. Children 6 to 11 years: 5 mL to 10 mL. Attention: use only enclosed dosing cup specifically designed for use with this product. Do not use any other dosing device. Other information: Each 5 mL contains: sodium 10 mg. Store between 20-25 degrees C (68-77 degrees F). Do not use if carton tape or bottle wrap imprinted with ""Sealed For Your Safety"" is broken or missing. Questions or comments? call 1-877-717-2824 or 215-273-8755 (collect).
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:
Runny nose
Sneezing
Itchy, watery eyes
Itching of the nose or throat
©Johnson & Johnson",8.0 fl oz,30045053508,['Diphenhydramine HCl - 12.5 mg (Antihistamine)'],"Do not use:
To make a child sleepy; With any other product containing diphenhydramine, even one used on skin.
Ask a doctor before use if the child has:
A breathing problem such as chronic bronchitis; Glaucoma.
Ask a doctor or pharmacist before use
if the child is taking sedatives or tranquilizers.
When using this product:
Marked drowsiness may occur; Sedatives and tranquilizers may increase drowsiness; Excitability may occur, especially in children.
Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)",400670171,Children's Benadryl,4.6,30,"['https://pics.walgreens.com/prodimg/670171/450.jpg', 'https://pics.walgreens.com/prodimg/670171/2_450.jpg', 'https://pics.walgreens.com/prodimg/670171/3_450.jpg', 'https://pics.walgreens.com/prodimg/670171/4_450.jpg', 'https://pics.walgreens.com/prodimg/670171/5_450.jpg', 'https://pics.walgreens.com/prodimg/670171/7_450.jpg', 'https://pics.walgreens.com/prodimg/670171/8_450.jpg', 'https://pics.walgreens.com/prodimg/670171/10_450.jpg']",,13.99
,Walgreens Children's Allergy Relief Loratadine Dye-Free Chewable Tablets Grape,"Ages 2+ years.
Loratadine chewable tablets USP, 5 mg / antihistamine.
Walgreens pharmacist recommended (Our pharmacists recommend the Walgreens brand. We invite you to compare to national brands.). Compare to the active ingredient in Claritin Chewables (All trademarks are property of their respective owners. This product is not affiliated with the makers of Children's Claritin Chewables).
Dye free.
Non-drowsy (When taken as directed. See drug facts panel).
24-hour relief of sneezing, runny nose, itchy throat or nose, & itchy, watery eyes.
Indoor & outdoor allergies.
60 chewable tablets.
Chewable tablets are to be chewed before swallowing.
Keep the carton. It contains important information.
walgreens.com. how2recycle.info. Questions? call toll-free Monday to Friday 8:30 am to 5:00 pm EST at 1-800-406-7984.
Chew or crush tablets completely before swallowing.
adults and children 6 years and over - chew 2 tablets daily; not more than 2 chewable tablets in 24 hours
children 2 to under 6 years of age - chew 1 tablet daily; not more than 1 chewable tablet in 24 hours
children under 2 years of age - ask a doctor
consumers with liver or kidney disease - ask a doctor
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies, :runny nose, itchy, watery eyes, sneezing, itching of the nose or throat Store between 20 to 25C (68 to 77F). ©WALGREENS",60.0 ea,31191704149,['Loratadine USP - 5 mg (Antihistamine)'],"Do not use if you have ever had an allergic reaction to this product or any of its ingredients. Ask a doctor before use if you have liver or kidney disease. Your doctor should determine if you need a different dose. When using this product do not take more than directed. Taking more than directed may cause drowsiness. Stop use and ask a doctor if an allergic reaction to this product occurs. Seek medical help right away. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222). Do not use if you have ever had an allergic reaction to this product or any of its ingredients. Ask a doctor before use if you have liver or kidney disease. Your doctor should determine if you need a different dose. When using this product do not take more than directed. Taking more than directed may cause drowsiness. Stop use and ask a doctor if an allergic reaction to this product occurs. Seek medical help right away. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222).",400672899,Walgreens,4.8,25,"['https://pics.walgreens.com/prodimg/672899/450.jpg', 'https://pics.walgreens.com/prodimg/672899/2_450.jpg', 'https://pics.walgreens.com/prodimg/672899/3_450.jpg']",,34.99
,FridaBaby Electric NoseFrida White,"Electric NoseFrida is a great choice for parents who love the cult-favorite SnotSucker. With the push of a button, suction out stubborn boogers and snot from your baby in a flash. For squirmy kids, use the distraction light to help them calm down. Soft silicone nope tips in two sizes are gentle on baby's nose while 3 different levels of suction power give you solid snot removing control. Dishwasher safe parts make Electric NoseFrida easy to clean, while the USB-C port makes it easy to recharge on-the-go (not battery operated!).
Made in China
Read instructions before using.",1.0 ea,81002877153,[],Only use Electronic Nosefrida for nasal aspiration - Do not use in ears or throat. Keep out of reach of children.,400656530,FridaBaby,4.0,1033,"['https://pics.walgreens.com/prodimg/656530/450.jpg', 'https://pics.walgreens.com/prodimg/656530/2_450.jpg', 'https://pics.walgreens.com/prodimg/656530/3_450.jpg', 'https://pics.walgreens.com/prodimg/656530/4_450.jpg', 'https://pics.walgreens.com/prodimg/656530/5_450.jpg', 'https://pics.walgreens.com/prodimg/656530/6_450.jpg']",,39.99
,XYZAL Children's 24 Hour Allergy Relief Medicine Grape,"Playtime doesn't stop for allergies with Xyzal Children's Oral Solution 24-Hour Allergy Relief for Kids, Grape Flavor. Children's Xyzal gives kids prescription strength relief from outdoor allergens such as pollen, ragweed, grass and trees and indoor allergens such as dust, mold and pet dander. It starts working in 45 minutes and provides 24-hour relief of allergy symptoms including sneezing; itchy, watery eyes; runny nose; itchy nose or throat. Xyzal relieves kids' allergy symptoms while they sleep so they wake feeling refreshed. This oral solution is alcohol-free, sugar-free and dye-free and effective for children 2 years old and older. Plus, it comes in a grape flavor. Be wise all, take children's Xyzal.
CONTAINS: One (1) 5-fluid ounce bottle of Xyzal Children's Oral Solution, 24-Hour Allergy Relief for Kids, Grape flavor
CONTINUOUS RELIEF: Continuously relieves itchy, watery eyes caused by allergies
INDOOR AND OUTDOOR ALLERGY RELIEF: Prescription strength relief from outdoor and indoor allergens including pollen, ragweed, grass, trees, dust, mold and pet dander
LONG LASTING: Rapid relief* that's as effective at hour 24 as it is at hour one *Starts working in 45 minutes
SUGAR FREE: Children's Xyzal is alcohol-free, sugar-free and dye-free
ACTIVE INGREDIENT: Effective antihistamine with active ingredient levocetirizine dihydrochloride
GRAPE FLAVOR: Oral solution made with grape flavor
FOR AGES 2+: Specially formulated for kids ages 2+
Made in Switzerland
Use only with enclosed dosing cup.
Adults 65 years of age and older, ask a doctor.
Adults and children 12-64 years of age, take 5 mL or 10 mL once daily in the evening depending upon severity of symptoms. Do not take more than 10 mL in 24 hours.
Children 6-11 years of age, take 5 mL once daily in the evening. Do not take more than 5 mL in 24 hours.
Children 2-5 years of age, take 2.5 mL once daily in the evening. Do not take more than 2.5 mL in 24 hours.
Children under 2 years of age, do not use.
Consumers with kidney disease, do not use.
Note: mL=milliliters
Temporarily relieves these symptoms due to hay fever or other respiratory allergies: runny nose, sneezing, itchy watery eyes, itching of the nose or throat. Each 5 mL contains: sodium 3 mg. Store between 20 and 25 degrees C (68 and 77 degrees F). Safety sealed: do not use if carton was opened or if printed foil inner seal on bottle is torn or missing. ©2022",5.0 fl oz,04116735305,['Levocetirizine dihydrochloride - 2.5 mg (Antihistamine)'],"Do not use if you have: kidney disease; if you have ever had an allergic reaction to this product or any of its ingredients or to an antihistamine containing Cetirizine.
Ask a doctor before use if you have ever had trouble urinating or emptying your bladder.
When using this product drowsiness may occur. Avoid alcoholic drinks, alcohol, sedatives, and tranquilizers which may increase drowsiness. Be careful when driving a motor vehicle or operating machinery.
Stop use and ask a doctor if you have trouble urinating or emptying your bladder. If an allergic reaction to this product occurs; Seek medical help right away.
If pregnant or breast-feeding:
If breast-feeding: not recommended.
If pregnant: ask a health professional before use.
Keep out of reach of children.
In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222).",400659027,XYZAL,4.4,159,"['https://pics.walgreens.com/prodimg/659027/450.jpg', 'https://pics.walgreens.com/prodimg/659027/2_450.jpg', 'https://pics.walgreens.com/prodimg/659027/3_450.jpg', 'https://pics.walgreens.com/prodimg/659027/4_450.jpg', 'https://pics.walgreens.com/prodimg/659027/5_450.jpg', 'https://pics.walgreens.com/prodimg/659027/6_450.jpg', 'https://pics.walgreens.com/prodimg/659027/7_450.jpg', 'https://pics.walgreens.com/prodimg/659027/8_450.jpg', 'https://pics.walgreens.com/prodimg/659027/9_450.jpg', 'https://pics.walgreens.com/prodimg/659027/10_450.jpg', 'https://pics.walgreens.com/prodimg/659027/11_450.jpg']",,14.99
