product_name,product_description,upc,brand,selling_price,regular_price,currency,pdp_url,warranty,breadcrumb,image_url
Sunex Tools Air/Hydraulic Truck Jack  - 6855,"55/33/16.5 T Air/Hydraulic Truck Jack; 55/33/16.5 Ton Air/Hydraulic Truck Jack, Low profile long reach jack allows access to hard to reach lift points, Full air actuation raises and lowers the ram with simple turn of variable speed control knob, Springless ram design eliminates weathering, rusting, and damage of spring and spring retainers, High quality seals and components provide durable long life, Flash chromed ram is rust prohibitive for smooth operation and protection against weathering, Sturdy 1 piece handle eliminates wobble and reaches 50 inches for safe operation, 2 stacking adapters provide up to an additional 4.75 inches for maximum reach",613364190807,Sunex Tools,,,USD,https://www.oreillyauto.com/detail/c/sunex-tools/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/sunex-tools-air-hydraulic-truck-jack/snx0/6855,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Sunex Tools Air/Hydraulic Truck Jack,https://images.oreillyauto.com/parts/img/large/snx/6855.jpg
Sunex Tools Air Long Chassis Jack  - 6620,"20 Ton Air Long Chassis Jack;, Large frontal quad-casters support load up to 20 tons with superior durability, Powerful internal air motor lifts 20 tons with ease, Heavy gauge steel frame resists twisting under pressure, Manual foot pump option bypasses air motor for portable applications",613364142790,Sunex Tools,,,USD,https://www.oreillyauto.com/detail/c/sunex-tools/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/sunex-tools-air-long-chassis-jack/snx0/6620,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Sunex Tools Air Long Chassis Jack,https://images.oreillyauto.com/parts/img/large/snx/6620.jpg
Power Torque Tools Service Jack  - PT34702,"10 Ton Long Chassis Service Jack; A Power Torque 10-ton long chassis service jack is designed with an extra-long chassis to provide extra reach to lifting points under the vehicle. This Power Torque long chassis service jack offers a lifting range of 6-1/4 inches to 27 inches. Each jack uses a foot pump pedal for quick operation and a handle-actuated release valve for precision lowering control. The rubberized grip T-handle uses 3 different locking positions for safety, and swivel casters allow for easy maneuverability and positioning. Power Torque long chassis service jacks are built with a welded steel frame construction for durability and feature a blue powder coat finish to help prevent rust and corrosion.",889526384708,Power Torque Tools,1539.99,1539.99,USD,https://www.oreillyauto.com/detail/c/power-torque-tools/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/power-torque-tools-service-jack/ptt0/pt34702,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Power Torque Tools Service Jack,https://images.oreillyauto.com/parts/img/large/ptt/pt34702_n.jpg
OTC Combination Air Lift With Stand  - 1591B,"Combination Air Lift With Stand; This versatile air-powered lift includes an integrated pin type stand feature and has a wide lifting height range as well as an adjustable angle handle and the peace of mind provided by the OTC Lifetime Warranty. Its wheels allow for easy mobility to get the 1591B to Heavy Duty or commercial vehicle to do the job., Air-powered hydraulic lift system, 10-Ton load capacity at 200 PSI air pressure, Angle-adjustable 40 inch removable handle and 8 foot air hose, Minimum height (unpinned): 18-3/4 inch, Maximum height (extension pinned): 50-1/2 inch, Stroke: 10-7/8 inch  This versatile air-powered lift includes an integrated pin type stand feature and has a wide lifting height range as well as an adjustable angle handle and the peace of mind provided by the OTC Lifetime Warranty. Its wheels allow for easy mobility to get the 1591B to Heavy Duty or commercial vehicle to do the job., Air-powered hydraulic lift system, 10-Ton load capacity at 200 PSI air pressure, Angle-adjustable 40 inch removable handle and 8 foot air hose, Minimum height (unpinned): 18-3/4 inch, Maximum height (extension pinned): 50-1/2 inch, Stroke: 10-7/8 inch  This versatile air-powered lift includes an integrated pin type stand feature and has a wide lifting height range as well as an adjustable angle handle and the peace of mind provided by the OTC Lifetime Warranty. Its wheels allow for easy mobility to get the 1591B to Heavy Duty or commercial vehicle to do the job., Air-powered hydraulic lift system, 10-Ton load capacity at 200 PSI air pressure, Angle-adjustable 40 inch removable handle and 8 foot air hose, Minimum height (unpinned): 18-3/4 inch, Maximum height (extension pinned): 50-1/2 inch, Stroke: 10-7/8 inch",731413577338,OTC,2758.99,2758.99,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/otc-combination-air-lift-with-stand/otc0/1591b,Limited Lifetime Field Service Repair Warranty,Home>Tools & Equipment>Lift Equipment>OTC Combination Air Lift With Stand,https://images.oreillyauto.com/parts/img/large/otc/1591b.jpg
Rotary Lift Rolling Jack  - RJ9000Y1BK,Rolling Jack; Rolling Jack For SM181 Only.,999999999999999,Rotary Lift,,,USD,https://www.oreillyauto.com/detail/c/rotary-lift/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/rotary-lift-rolling-jack/rot0/rj9000y1bk,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Rotary Lift Rolling Jack,https://images.oreillyauto.com/parts/img/large/rot/rj9000y-1bk.jpg
OTC Lift System  - 1520,"Lift System; Mobile, tandem system is air-operated to handle your class 7 and 8 tractor lifting needs. No need to waste time re-blocking and making additional lifts for the clearance you need for under-vehicle service. Roll the system to the vehicle anywhere in the shop or outside on a level surface. Unique design provides lift from the tires, not the frame or axle members. Ideal for situations where limited ground clearance or a lack of clear access complicates lifting. Single controller operates both sides of the system for a smooth, level lift up to two full feet from the bottom of the tires to the ground. Units can double as support stands when retention pin is inserted. Covered by OTC Lifetime Marathon Warranty. Specifications Capacity 10-tons (20, 000 lbs.) (pair) Air pressure 150 PSI Lifting range 0 Inch -24 Inch Saddle width 19-1/2 Inch - 24-1/2 Inch dia. rim sizes Height 53-1/4 Inch Width 41-1/2 Inch Length 39-1/2 Inch",731413031724,OTC,20644.99,20644.99,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/otc-lift-system/otc0/1520,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>OTC Lift System,https://images.oreillyauto.com/parts/img/large/otc/1520_top3-4.jpg
OTC Bottle Jack  - BT12P,12-Ton Air Bt Jack,731413609091,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/otc-bottle-jack/otc0/bt12p,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC Bottle Jack,https://images.oreillyauto.com/parts/img/large/otc/otcimage-bt12p.jpg
OTC Bottle Jack  - BT20P,20-Ton Air Bt Jack,731413598258,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/otc-bottle-jack/otc0/bt20p,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC Bottle Jack,https://images.oreillyauto.com/parts/img/large/otc/otcimage-bt20p.jpg
OTC Bottle Jack  - BT30P,30-Ton Air Bt Jack,731413605567,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/otc-bottle-jack/otc0/bt30p,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC Bottle Jack,https://images.oreillyauto.com/img/image-coming-soon.png
OTC 20 Ton Service Jack  - HDJ20P,20 Ton A/H Jack,731413593406,OTC,7068.99,7068.99,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/otc-20-ton-service-jack/otc0/hdj20p,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC 20 Ton Service Jack,https://images.oreillyauto.com/img/image-coming-soon.png
OTC Transmission Jack  - TJHP15,Transmission Jack,731413592980,OTC,,,USD,https://www.oreillyauto.com/detail/c/otc/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/otc-transmission-jack/otc0/tjhp15,Limited Lifetime Warranty,Home>Tools & Equipment>Lift Equipment>OTC Transmission Jack,https://images.oreillyauto.com/parts/img/large/otc/otcimages-tjhp15.jpg
MAHLE Service Solutions Wheel Lift  - 4858008900,"Wheel Lift; 10 Ton Commercial Vehicle; Pair; Lift one end of a wide array of vehicles including fire or refuse trucks, heavy recreational vehicles or motor coaches, without the need for additional support stands. A wide, spring loaded base provides a stable platform for secure lifting. - Built-in vehicle support stand feature allows complete open access under the vehicle - Small Wheel adapters. - Easily handles wheel sizes from 21"" to 24.5"" - Small wheel adapters included to accommodate 14"" to 21"" wheels - Dual trigger control valve allows synchronized raising and lowering of vehicle ??US Patent #D357, 106 & 5, 484, 134",999999999999999,MAHLE Service Solutions,12245.99,12245.99,USD,https://www.oreillyauto.com/detail/c/mahle-service-solutions/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/mahle-service-solutions-wheel-lift/mle0/4858008900,1 Year Warranty On Repair,Home>Tools & Equipment>Lift Equipment>MAHLE Service Solutions Wheel Lift,https://images.oreillyauto.com/parts/img/large/mle/4858008900.jpg
MAHLE Service Solutions Wheel Lift  - 4858009000,"Wheel Lift15 Ton Commercial Vehicle; Pair; Lift one end of a wide array of vehicles including fire or refuse trucks, heavy recreational vehicles or motor coaches, without the need for additional support stands. A wide, spring loaded base provides a stable platform for secure lifting. - Built-in vehicle support stand feature allows complete open access under the vehicle - Small Wheel adapters - Dual trigger control valve allows synchronized raising and lowering of vehicle - US Patent #D357, 106 & 5, 484, 134 - Easily handles wheel sizes from 21"" to 24.5"" - Small wheel adapters included to accommodate 14"" to 21"" wheels",999999999999999,MAHLE Service Solutions,14062.99,14062.99,USD,https://www.oreillyauto.com/detail/c/mahle-service-solutions/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/mahle-service-solutions-wheel-lift/mle0/4858009000,1 Year Warranty On Repair,Home>Tools & Equipment>Lift Equipment>MAHLE Service Solutions Wheel Lift,https://images.oreillyauto.com/parts/img/large/mle/cwl-15.jpg
MAHLE Service Solutions Wheel Lift  - 4858009100,"Wheel Lift; 20 Ton Commercial Vehicle; Pair; Lift one end of a wide array of vehicles including fire or refuse trucks, heavy recreational vehicles or motor coaches, without the need for additional support stands. A wide, spring loaded base provides a stable platform for secure lifting. - Built-in vehicle support stand feature allows complete open access under the vehicle - Small Wheel adapters - Dual trigger control valve allows synchronized raising and lowering of vehicle - US Patent #D357, 106 & 5, 484, 134 - Easily handles wheel sizes 19.5"" to 24.5"" - Optional small wheel adapters available to accommodate 16"" to 19.5"" wheels",999999999999999,MAHLE Service Solutions,22864.99,22864.99,USD,https://www.oreillyauto.com/detail/c/mahle-service-solutions/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/mahle-service-solutions-wheel-lift/mle0/4858009100,1 Year Warranty On Repair,Home>Tools & Equipment>Lift Equipment>MAHLE Service Solutions Wheel Lift,https://images.oreillyauto.com/parts/img/large/mle/cwl-15.jpg
Rotary Lift Rolling Jack  - RJ9000Y2BK,Rolling Jack; Rolling Jack For SM30 Series Lifts. For Passenger Cars and Light Trucks Only!,999999999999999,Rotary Lift,,,USD,https://www.oreillyauto.com/detail/c/rotary-lift/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/rotary-lift-rolling-jack/rot0/rj9000y2bk,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Rotary Lift Rolling Jack,https://images.oreillyauto.com/parts/img/large/rot/rj9000y-2bk.jpg
Rotary Lift Rolling Jack  - RJ9000YBK,"Rolling Jack; Rolling Jack For SM18 Series Lifts. Includes rubber adapter blocks: (2) .5"" tall SB700071Y, (2) 1.5"" tall FJ2427E and (2) 3"" tall FJ2428E.",999999999999999,Rotary Lift,,,USD,https://www.oreillyauto.com/detail/c/rotary-lift/tools---equipment/lift-equipment/air-assisted-jacks/c302f872ca98/rotary-lift-rolling-jack/rot0/rj9000ybk,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Rotary Lift Rolling Jack,https://images.oreillyauto.com/parts/img/large/rot/rj9000ybk.jpg
Forward Lifts Automotive Lift  - EFP8P000MBK,"Automotive Lift; 8K 4-Post Black; 8, 000 lbs 4 post garage lift, Includes castors, approach ramps and jack tray.",999999999999999,Forward Lifts,6019.00,6019.00,USD,https://www.oreillyauto.com/detail/c/forward-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/forward-lifts-automotive-lift/fwl0/efp8p000mbk,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Forward Lifts Automotive Lift,https://images.oreillyauto.com/parts/img/large/fwl/efp8.jpg
Challenger Lifts Lift  - CL4P7,"7K Home Storage Lift; 4-Post Lift; Free-standing or bolt-to-floor 4-post home storage/light duty service. 115v or 220v power unit single hydraulic cylinder with cable system. 7, 000 lb. capacity",999999999999999,Challenger Lifts,6889.99,6889.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-lift/cgl0/cl4p7,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts Lift,https://images.oreillyauto.com/parts/img/large/cgl/cl4p7.jpg
Challenger Lifts 4 Post Lift  - 4030EFX,"30, 000 Lbs. Capacity Heavy-Duty Four Post. Runway Width - 24 Inch Max Wheelbase - 281 Inch Adjustable Runways; Anti-Sway Device; Six Position Locking And Pneumatic Single Position Safety Release; Fold Down Approach Ramps With Jack Rails; Runway Width - 24 Inch Max Wheelbase - 281 Inch Adjustable Runways, Anti-Sway Device, Six Position Locking, And Pneumatic Single Position Safety Release. Fold Down Approach Ramps With Jack Rails.",999999999999999,Challenger Lifts,43999.99,43999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/4030efx,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/4030efx.jpg
Challenger Lifts 4 Post Lift  - 4030XAX,"30, 000 Lbs. Capacity Heavy-Duty Four Post Alignment Lift. Runway Width - 24 Inch Max Wheelbase - 317 Inch Adjustable Runways; Anti-Sway Device; Six Position Level Locking System; And Pneumatic Single Position Safety Release. Fold Down Approach Ramps; Runway Width - 24 Inch Max Wheelbase - 317 Inch Adjustable Runways, Anti-Sway Device, Six Position Level Locking System, And Pneumatic Single Position Safety Release. Fold Down Approach Ramps",999999999999999,Challenger Lifts,46999.99,46999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/4030xax,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/4030xax.jpg
Challenger Lifts 4 Post Lift  - 4030SAX,"30, 000 Lbs. Capacity Heavy-Duty Four Post Alignment Lift. Runway Width - 24 Inch Max Wheelbase - 244.5 Inch Adjustable Runways; Anti-Sway Device; Six Position Level Locking System; And Pneumatic Single Position Safety Release. Fold Down Approach Ramps; Runway Width - 24 Inch Max Wheelbase - 244.5 Inch Adjustable Runways, Anti-Sway Device, Six Position Level Locking System, And Pneumatic Single Position Safety Release. Fold Down Approach Ramps",999999999999999,Challenger Lifts,43509.99,43509.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/4030sax,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/4030sax.jpg
Challenger Lifts 4 Post Lift  - CL4P9X,"9K Home Storage Lift; 4-Post Lift; Free-standing or bolt-to-floor 4-post home storage/light duty service. 115v or 220v power unit single hydraulic cylinder with cable system, extended height version. 9, 000 lb. capacity",999999999999999,Challenger Lifts,7849.99,7849.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/cl4p9x,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/cl4p9x.jpg
Challenger Lifts 4 Post Lift  - 4030EAX,"30, 000 Lbs. Capacity Heavy-Duty Four Post Alignment Lift. Runway Width - 24 Inch Max Wheelbase - 281 Inch Adjustable Runways; Anti-Sway Device; Six Position Level Locking System; And Pneumatic Single Position Safety Release. Fold Down Approach Ramps; Runway Width - 24 Inch Max Wheelbase - 281 Inch Adjustable Runways, Anti-Sway Device, Six Position Level Locking System, And Pneumatic Single Position Safety Release. Fold Down Approach Ramps",999999999999999,Challenger Lifts,46999.99,46999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/4030eax,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/4030eax.jpg
Challenger Lifts 4 Post Lift  - 4030SFX,"30, 000 Lbs. Capacity Heavy-Duty Four Post. Runway Width - 24 Inch Max Wheelbase - 244.5 Inch Adjustable Runways; Anti-Sway Device; Six Position Locking And Pneumatic Single Position Safety Release; Fold Down Approach Ramps With Jack Rails; Runway Width - 24 Inch Max Wheelbase - 244.5 Inch Adjustable Runways, Anti-Sway Device, Six Position Locking, And Pneumatic Single Position Safety Release. Fold Down Approach Ramps With Jack Rails.",999999999999999,Challenger Lifts,41629.99,41629.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/4030sfx,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/4030sfx.jpg
Challenger Lifts 4 Post Lift  - 44030EAR,"30K 4-Post With 24 Inch Wide Runways; 6 Position Air Locks With Alignment Cut Outs For 10500HD; 149-1/2 Inch Overall Width; 355-1/2 Inch Overall Extended Length; 4-Post Chain Driven Lift 24"" wide runways 6 position air locks with alignment cut outs for 10500HD 149-1/2"" overall width 355-1/2"" overall extended length 290"" Maximum Wheelbase Rise Height - 68"" 44030 heavy-duty alignment racks include recessed turn plate cutouts. Rolling jacks and turning radius gauges sold separately. """,999999999999999,Challenger Lifts,49999.99,49999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/44030ear,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/44030ear.jpg
Rotary Lift Automotive Lift  - SM30N010BL,"30K; 4-Post Blue; Heavy Duty Surface Mounted Runway-Type Drive-On Lift, With 24"" Wide Runway That Can Be Set For Variable Tread Width Setting. Runways and Ramps Have An Oil Resistant, Non-Skid Coating. Includes Air Operated Single Point Release Locking Latches. Internal Air Line with Quick Disconnects, Electric-Hydraulic Operation. Wheelbase 235"" - Blue",999999999999999,Rotary Lift,,,USD,https://www.oreillyauto.com/detail/c/rotary-lift/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/rotary-lift-automotive-lift/rot0/sm30n010bl,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Rotary Lift Automotive Lift,https://images.oreillyauto.com/parts/img/large/rot/sm30nd10.jpg
Rotary Lift Automotive Lift  - SM30N012BL,"30K; 4-Post Blue; Heavy Duty Surface Mounted Runway-Type Drive-On Lift, With 24"" Wide Runway That Can Be Set For Variable Tread Width Setting. Runways and Ramps Have An Oil Resistant, Non-Skid Coating. Includes Air Operated Single Point Release Locking Latches. Internal Air Line with Quick Disconnects, Electric-Hydraulic Operation. Wheelbase 307"" - Blue",999999999999999,Rotary Lift,,,USD,https://www.oreillyauto.com/detail/c/rotary-lift/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/rotary-lift-automotive-lift/rot0/sm30n012bl,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Rotary Lift Automotive Lift,https://images.oreillyauto.com/parts/img/large/rot/sm30nd12.jpg
Challenger Lifts 4 Post Lift  - 44018E,"18K 4-Post Lift With 22 Inch Wide Runways; Single Point Mechanical Lock Release; 138-1/8 Inch Overall Width; 292 Inch Overall Extended Length; 18K 4-Post Lift 22 Inch Wide Runways Single Point Mechanical Lock Release 138-1/8 Inch Overall Width 292 Inch Overall Extended Length. These 4-post lifts use heavy-duty chain for lifting and equalization, electric/hydraulic drive system and single point lock release system is continuously engaged for safety. Models (excluding alignment racks) include a non-skid diamond plate textured runways, built-in internal rail system for rolling air jacks, oil drain pans and other accessories. All 18000 Lb. capacity medium-duty 4-post lift models are chain lifting/hydraulic equalization with air lock release and are supplied with a 3 HP, 220 to 460 Volt (60Hz), single phase power unit.",999999999999999,Challenger Lifts,35439.99,35439.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/44018e,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/44018e.jpg
Challenger Lifts 30K 4P Lift  - 44030AR,30K 4P Lift,999999999999999,Challenger Lifts,46999.99,46999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-30k-4p-lift/cgl0/44030ar,1 Year Warranty On Repair,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 30K 4P Lift,https://images.oreillyauto.com/img/image-coming-soon.png
Challenger Lifts 30K 4P Lift  - 44030XAR,30K 4P Lift,999999999999999,Challenger Lifts,46263.99,46263.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-30k-4p-lift/cgl0/44030xar,1 Year Warranty On Repair,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 30K 4P Lift,https://images.oreillyauto.com/img/image-coming-soon.png
Challenger Lifts 4 Post Lift  - 44030,"30K 4-Post Lift With 24 Inch Wide Runways; 6 Position Air Locks With Single Point Lock Release; 149-1/2 Inch Overall Width; 295-1/2 Inch Overall Length; 30K 4-post chain driven lift 24"" wide runways 6 position air locks with single point lock release 149-1/2"" overall width 295-1/2"" overall length Maximum wheelbase - 230"" Rise Height - 78 3/4""""",999999999999999,Challenger Lifts,41999.99,41999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/44030,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/44030.jpg
Challenger Lifts 4 Post Lift  - 44030X,"30K 4-Post Lift With 24 Inch Wide Runways; 6 Position Air Locks With Single Point Lock Release; 149-1/2 Inch Overall Width; 415-1/2 Inch Overall XL Extended Length; 30K 4-Post Chain Driven lift 24"" wide runways 6 position air locks with single point lock release 149-1/2"" overall width 415-1/2"" overall XL extended length 350"" Maximum Wheelbase 44030 heavy-duty alignment racks include recessed turn plate cutouts. Rolling jacks and turning radius gauges sold separately.""",999999999999999,Challenger Lifts,46999.99,46999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/44030x,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/44030x.jpg
Challenger Lifts 4-Post Lift  - 4018XFX,"Ali-Certified 18K Lb Capacity 4-Post; 18K 4 Post 220 inch WB Package. Includes 2 Rolling jacks and airline kit. Flat Deck, general service only.",999999999999999,Challenger Lifts,45999.99,45999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/4018xfx,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4-Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/4018xfx.jpg
Challenger Lifts 18K Lift  - 4018XFX-PKG,18K Lift,999999999999999,Challenger Lifts,46999.99,46999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-18k-lift/cgl0/4018xfxpkg,FIELD SERVICE REPAIR WARRANTY,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 18K Lift,https://images.oreillyauto.com/parts/img/large/cgl/4018xfx-pkg.jpg
Challenger Lifts 4 Post Lift  - 4030XFX,"30, 000 Lbs. Capacity Heavy-Duty Four Post. Runway Width - 24 Inch Max Wheelbase - 317 Inch Adjustable Runways; Anti-Sway Device; Six Position Locking And Pneumatic Single Position Safety Release; Fold Down Approach Ramps With Jack Rails; Runway Width - 24 Inch Max Wheelbase - 317 Inch Adjustable Runways, Anti-Sway Device, Six Position Locking, And Pneumatic Single Position Safety Release. Fold Down Approach Ramps With Jack Rails.",999999999999999,Challenger Lifts,46999.99,46999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-4-post-lift/cgl0/4030xfx,Contact O'Reilly Service Equipment Department For Warranty Details,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 4 Post Lift,https://images.oreillyauto.com/parts/img/large/cgl/4030xfx.jpg
Challenger Lifts 15K 4-Post  - 4115EFO,"Open-Front General Service Flat Deck Lift - 182.5 Inch Wheelbase; Open-Front General Service Flat Deck 4-Post Lift With 22 Inch Wide Runways, 251 Inch Overall Extended LengthNEW Wider runways; NEW wider clearances between shoulder pulleys; NEW enclosed columns",999999999999999,Challenger Lifts,19999.99,19999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-15k-4-post/cgl0/4115efo,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 15K 4-Post,https://images.oreillyauto.com/parts/img/large/cgl/4115efo.jpg
Challenger Lifts 15K 4-Post  - 4115EFX,"Open-Front General Service Flat Deck Lift - 182.5 Inch Wheelbase; Open-Front General Service Flat Deck 4-Post Lift With 22 Inch Wide Runways, 246 Inch Overall XL Extended LengthNEW Wider runways; NEW wider clearances between shoulder pulleys; NEW enclosed columns",999999999999999,Challenger Lifts,18999.99,18999.99,USD,https://www.oreillyauto.com/detail/c/challenger-lifts/tools---equipment/lift-equipment/lift---4-post-above-ground/f0eb6fd291cf/challenger-lifts-15k-4-post/cgl0/4115efx,1 Year Limited Warranty,Home>Tools & Equipment>Lift Equipment>Challenger Lifts 15K 4-Post,https://images.oreillyauto.com/parts/img/large/cgl/4115efx.jpg
