product_name,product_description,brand_informatiom,upc,brand,selling_price,regular_price,pdp_url,warranty,breadcrumb,image_url
Bosch Fine Wire Double Iridium Spark Plug  - 96353,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",731413615481,Fine Wire Double Iridium,14.99,14.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/96353,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/96353front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9651,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851011969,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9651,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/orly_9651_202_ang_primary.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9652,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851011983,Fine Wire Double Iridium,11.99,11.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9652,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/orly_9652_202_ang_primary.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9654,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851013727,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9654,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9654front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9655,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851013741,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9655,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9655front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9656,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851013765,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9656,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/orly_9656_202_ang_primary.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9657,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851013789,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9657,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9657front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9659,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851034319,Fine Wire Double Iridium,11.99,11.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9659,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/orly_9659_202_ang_primary.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9660,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851034333,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9660,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9660front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9661,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851034357,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9661,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9661front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9664,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851034371,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9664,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9664front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9667,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851034395,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9667,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9667front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9673,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",28851034432,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9673,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/orly_9673_202_ang_primary.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9686,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",77212177844,Fine Wire Double Iridium,13.99,13.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9686,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9686front.jpg
Bosch Fine Wire Double Iridium Spark Plug  - 9687,Spark Plug; Fine Wire; Double Iridium; Bosch OE Fine Wire Double Iridium. All iridium plugs are NOT created equal. Give your customers the only one engineered for both high performance and long life. The ultra fine wire design and laser welded tapered ground electrode deliver the ultimate in ignitability and high performance. The iridium-alloy center electrode firing pin and laser welded ground electrode with iridium alloy inlay help it to go the distance. Double Iridium electrodes-iridium firing pin and iridium ground electrode inlay offer higher performance and 4 times longer life compared to standard copper spark plugs OE Fine Wire design requires up to 24 percent less voltage to ignite 360 degree continuous laser welding increases durability for increased life Copper core provides broader heat range to resist pre-ignition and fouling Pre-gapped and nickel plated threads allow for quick installation without adjusting the gap or applying anti-seize Tapered ground electrode allows for better ignition throughout the life of the spark plug,"The Mobility Aftermarket division (MA) provides the aftermarket and repair shops worldwide with modern diagnostic and repair shop equipment and a wide range of spare parts - from new and exchange parts to repair solutions - for passenger cars and commercial vehicles. Its product portfolio includes products made as Bosch original equipment products developed in-house and specifically manufactured for the aftermarket as well as services. About 16 000 associates as well as a global logistics network ensure that spare parts reach customers quickly and on time. MA supplies testing and repair-shop technology diagnostic software service training and information services. In addition the division is responsible for the ""Bosch Service"" repair-shop franchise one of the world's largest independent chains of repair-shops with some 15 000 workshops and more than 1 000 ""AutoCrew"" partners. In addition with Bosch Classic MA supports owners of classic cars with a wide range of spare parts and services.",4047026022551,Fine Wire Double Iridium,10.99,10.99,https://www.oreillyauto.com/detail/c/fine-wire-double-iridium/ignition---tune-up/spark-plugs/b14eb31b13d7/bosch-fine-wire-double-iridium-spark-plug/bosq/9687,7 Year Limited Warranty,Home > Ignition & Tune-Up > Spark Plugs > Bosch Fine Wire Double Iridium Spark Plug,https://images.oreillyauto.com/parts/img/large/bos/9687front.jpg
