product_id,product_name,brand,grammage_quantity,grammage_unit,pdp_url,selling_price,regular_price,currency,country_of_origin,breadcrumb,product_description,image_url
0000000000005581,"Organic Gala Apples, 3 lb",ALDI,3,lb,https://www.aldi.us/product/organic-gala-apples-0000000000005581,4.39,4.39,USD,USA,Home > Featured > Price Drops,These Organic Gala Apples from ALDI are the perfect snack any time of day! The fresh apples are packed with Vitamin C and fiber to support your health. Enjoy yours on their own or with a spoonful of peanut butter for a delicious and nutritious treat!,['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/8e38ca3c-b539-4ae1-bb28-965659742434/Organic%20Gala%20Apples%203%20lb']
0000000000005583,"Fuji Apples, 3 lb",ALDI,3,lb,https://www.aldi.us/product/fuji-apples-3-lb-0000000000005583,3.29,3.29,USD,USA,Home > Fresh Produce > Fresh Fruit,"One of the sweetest varieties of apples, these fresh Fuji Apples from ALDI are the perfect choice for baking fall pies or strudels. The crisp red-yellow skin delivers a satisfying crunch with every bite, giving way to the tender fruit inside. Slice an apple up to dip in caramel or peanut butter or stick to the baked goods and whip up a delicious apple crisp.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/95ad2b7f-fd94-4ee6-a4c5-1f039b287d0e/Fuji%20Apples%203%20lb']
0000000000005585,"Gala Apples, 3 lb",ALDI,3,lb,https://www.aldi.us/product/gala-apples-3-lb-0000000000005585,3.29,3.29,USD,USA,Home > Fresh Produce > Fresh Fruit,"Crisp, sweet and ready to eat, Fresh Gala Apples are perfect for any occasion. Enjoy them as a quick snack, slice them into salads or bake them into a classic apple pie. These versatile apples are a staple in any kitchen. Add them to your cart for a fresh and satisfying treat.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/be6a1c1e-827b-4010-8272-2b5f325c93ac/Gala%20Apples%203%20lb']
0000000000005586,"Garlic, 3 count",ALDI,,,https://www.aldi.us/product/garlic-0000000000005586,1.75,1.75,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","Discover fresh and tasty garlic from ALDI. Garlic can be added to any savory dish to add a burst of flavor. Try adding to pasta sauces, chicken dishes, soups, and more. Learn more about garlic below. Garlic Tips •Garlic is low in sodium and fat, but saturated in flavor. •Garlic’s trademark flavor and odor comes from its sulfur component, which is further released when pressed, chopped or minced. Garlic Selecting Tips •Fresh garlic should be off-white in color, plump, dry and firm.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/7e6d9112-2bde-459e-9f65-d1cc8f0deac8/Garlic%203%20count']
0000000000005587,"Honeycrisp Apples, 2 lb",ALDI,2,lb,https://www.aldi.us/product/honeycrisp-apples-0000000000005587,5.05,5.05,USD,USA,Home > College & Dorm Room > Dorm Room Meals & Snacks,"No fruit bowl is complete without these fresh Honeycrisp Apples from ALDI! The sweet, crisp apples are packed with fiber and potassium to support your health. Enjoy yours on their own or in a cozy apple pie with your favorite warm spices!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/432de3e5-b1ee-45ff-a514-7ed47d787d6a/Honeycrisp%20Apples%20%202%20lb']
0000000000005588,"Cosmic Crisp Apples, 2 lb",ALDI,2,lb,https://www.aldi.us/product/cosmic-crisp-apples-0000000000005588,3.19,3.19,USD,USA,Home > Featured > Price Drops,"Cosmic Crisp Apples are perfect for snacking, adding to salads or baking into a pie. With a beautiful red hue and satisfying crunch, they bring freshness to every bite. Ideal for a healthy treat or a sweet addition to recipes. Enjoy the versatility and quality of these apples in your kitchen.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/d1f857f2-bb77-4bcc-beeb-7c3c0e345cbb/Cosmic%20Crisp%20Apples%202%20lb']
0000000000005589,"French Green Beans, 1 lb",ALDI,1,lb,https://www.aldi.us/product/french-green-beans-package-0000000000005589,3.09,3.09,USD,,Home > Easter > Easter Dinner,"Fresh French Green Beans from ALDI are a refreshing and healthy vegetable that pairs well with any dish. Add butter and salt for a classic taste, or toss in your favorite sauce. Grab some fresh french green beans on your next shopping trip.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/e4ab1d60-4c9b-46f2-8291-dcaa258d94c3/French%20%20Green%20Beans%201%20lb']
0000000000005597,"Organic Romaine Hearts, 3 count",ALDI,,,https://www.aldi.us/product/organic-romaine-hearts-3-pack-0000000000005597,4.09,4.09,USD,USA,Home > Fresh Produce > Salad Kits,"Shop ALDI Organic Romaine Hearts to add crispy, light, and refreshing greens to your day. Use as a wrap replacement or a base of a salad for a healthy lunch or dinnertime option. Grab some to have on hand during your next shopping trip to ALDI.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/82a6b096-ca6b-4ce1-a397-5fca336559ad/Organic%20Romaine%20Hearts%203%20count']
0000000000005615,"Roma Tomatoes, per lb",ALDI,,,https://www.aldi.us/product/roma-tomatoes-0000000000005615,,,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","Perfect for salads, sauces or snacking, Roma Tomatoes are versatile and full of flavor. Slice them for fresh salads, blend into a smooth marinara or roast them for a savory side dish. These tomatoes are a must-have staple in any kitchen. Get ready to elevate your culinary creations with the fresh taste of Roma Tomatoes.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/eb15be89-e250-48c2-a361-3735478c41cd/Roma%20Tomatoes%20per%20lb']
0000000000005623,"Organic Bananas, per lb",ALDI,,,https://www.aldi.us/product/organic-bananas-0000000000005623,0.77,0.77,USD,,Home > Fresh Produce > Fresh Fruit,"These Organic Bananas are perfect for smoothies, snacks or baking. Enjoy them sliced over your morning cereal or blend them into a nutritious smoothie. Ideal for adding natural sweetness to your baked goods. Fresh and organic, these bananas are a versatile staple.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/e6f1e3f1-7722-41a4-8ab5-156240cd8077/Organic%20Bananas%20per%20lb']
0000000000005624,"Red Grapes, per lb",ALDI,,,https://www.aldi.us/product/red-grapes-0000000000005624,,,USD,,Home > BBQ & Picnic > Cookout Essentials,"These Red Grapes are perfect for snacking, adding to cheese platters and creating refreshing fruit salads. Juicy and sweet, these grapes offer a burst of flavor with every bite. Keep them on hand for a healthy, convenient treat. Whether enjoyed alone or as part of a meal, Red Grapes are a versatile and tasty addition to your kitchen.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/b05e4dac-006c-4389-be5d-7160aa9a5981/Red%20Grapes%20per%20lb']
0000000000005730,"Eggplant, per lb",ALDI,,,https://www.aldi.us/product/eggplant-0000000000005730,,,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","Elevate your dishes with Eggplant. Perfect for grilling, roasting or adding to your favorite pasta. Its rich texture and mild flavor make it a versatile star in any kitchen. Whether you slice it for eggplant parmesan or cube it for a hearty stew, this eggplant is your go-to for countless recipes. Enjoy the freshness and quality that brings your meals to life.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/523d1893-47cf-4efc-a84c-5755343e0f2e/Eggplant%20per%20lb']
0000000000005731,"Bananas, per lb",ALDI,,,https://www.aldi.us/product/bananas-0000000000005731,0.17,0.17,USD,,Home > College & Dorm Room > Dorm Room Meals & Snacks,"Bananas are a versatile kitchen staple. Perfect for blending into smoothies, topping cereal or enjoying as a quick snack. Their natural sweetness and creamy texture make them a favorite for baking desserts or adding to lunchboxes. Stock up on these potassium-rich fruits, and taste the difference in every bite.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/10a4bf7d-f74f-4c37-ab27-2f7773c81039/Bananas%20per%20lb']
0000000000005741,"Broccoli Crowns, per lb",ALDI,,,https://www.aldi.us/product/broccoli-crowns-0000000000005741,1.99,1.99,USD,,Home > College & Dorm Room > Dorm Room Meals & Snacks,"Our fresh broccoli is delicious on its own or added to a recipe. Not only is it tasty, it is a healthy option to add to your day. Enjoy alone, with butter, roasted with other vegetables, or in recipes such as casseroles or pasta sauces. To ensure ultimate freshness, pick broccoli that is odorless with tight bluish-green florets. Discover our fresh broccoli crowns and all of our fresh produce options at affordable prices on your next visit.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/5ea01f0d-79ff-4d24-99fc-48e3bbc948a9/Broccoli%20Crowns%20per%20lb']
0000000000005747,"Cabbage, per lb",ALDI,,,https://www.aldi.us/product/cabbage-0000000000005747,,,USD,,"Home > Fresh Produce > Fresh Vegetables ",,['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/d48e9134-cae2-4bfa-b201-9c1d0560adff/Cabbage%20per%20lb']
0000000000005768,"Athena Cantaloupe, each",ALDI,,,https://www.aldi.us/product/athena-cantaloupe-0000000000005768,,,USD,USA,Home > Featured > Price Drops,,['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/6c599cb1-b914-4604-b9ee-f845bd477414/Athena%20Cantaloupe%20each']
0000000000005778,"Asparagus, per lb",ALDI,,,https://www.aldi.us/product/asparagus-0000000000005778,,,USD,,"Home > Fresh Produce > Fresh Vegetables ","Elevate your meals with Fresh Asparagus, perfect for roasting, grilling or steaming. Enjoy it as a side or as a side or mixed into a stir-fry. It has a tender texture and subtle flavor, making it a staple for healthy eating. Simple, nutritious and always a great choice for your kitchen.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/3c1d5edd-1d51-4ccc-9618-ebfbf9b89b1e/Asparagus%20per%20lb']
0000000000005783,"Cantaloupe, each",ALDI,,,https://www.aldi.us/product/cantaloupe-each-0000000000005783,2.55,2.55,USD,USA,Home > Featured > Price Drops,"A cantaloupe's color and sweet taste make it the perfect addition to appetizers, salads, breakfast dishes, and even dessert. Not only are they a delicious treat during those hot summer months, but they can also be used all year round. Add cantaloupe slices into your next fruit salad or enjoy alone and discover the delicious taste for yourself. When choosing a cantaloupe, they should be fragrant, symmetrical, and heavy with no visible bruises. Explore all of our fresh and affordable fruit options on your next shopping trip.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/85908ce4-d218-4b54-9b52-aa73590f89e7/Cantaloupe%20each']
0000000000005785,"Large Avocado, each",ALDI,,,https://www.aldi.us/product/large-avocado-0000000000005785,0.65,0.65,USD,USA,Home > Featured > Cinco de Mayo,"Experience the creamy, rich texture of a Large Avocado. Perfect for guacamole, sliced on toast or added to salads for a nutrient boost. This versatile fruit is a must-have in any kitchen, providing healthy fats and a smooth taste. Enjoy it as a topping, dip or even on its own.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/29873b27-4dff-411d-9856-a61794695c84/Large%20Avocado%20each']
0000000000005786,"Green Grapes, per lb",ALDI,,,https://www.aldi.us/product/green-grapes-0000000000005786,,,USD,,Home > Easter > Easter Dinner,"Juicy and crisp, these Green Grapes are perfect for a refreshing snack or adding a burst of sweetness to salads and desserts. Their vibrant color and fresh taste make them an ideal choice for any occasion. Enjoy them straight from the bag or get creative in the kitchen. These grapes are a versatile addition to any meal. Experience the natural sweetness and satisfying crunch of Green Grapes.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/ebf738bf-a82b-459d-96eb-2fb1eb0ed262/Green%20Grapes%20%20per%20lb']
0000000000005795,"Yellow Squash, per lb",ALDI,,,https://www.aldi.us/product/yellow-squash-0000000000005795,,,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","Add a vibrant touch to your meals with Yellow Squash. Perfect for roasting, grilling or sautéing, this versatile vegetable enhances any dish. Slice it into stir-fries, bake it with cheese or enjoy it fresh in salads. Yellow Squash is an excellent addition to your culinary creations. Elevate your cooking with this fresh and nutritious squash.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/85ff350e-3b33-42ff-a639-518bc09d5668/Yellow%20Squash%20per%20lb']
0000000000005814,"Gala Apples, per lb",ALDI,,,https://www.aldi.us/product/gala-apples-0000000000005814,,,USD,USA,Home > Fresh Produce > Fresh Fruit,"Crisp and refreshing, Gala Apples are perfect for snacking, baking or adding to salads. Known for their subtle sweetness and juicy texture, they make a great addition to lunchboxes or a quick pick-me-up during the day. Whether you enjoy them sliced, diced or whole, these apples are a versatile staple in any kitchen. Experience the natural goodness of Gala Apples.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/6aafb3e7-45ba-4055-8f19-fb0e98669266/Gala%20Apples%20per%20lb']
0000000000011805,"Parsley, each",ALDI,,,https://www.aldi.us/product/parsley-package-0000000000011805,1.05,1.05,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","Brighten your dishes with Infinite Herbs Parsley. This versatile herb adds a fresh, vibrant flavor to soups, salads and sauces. Chop it up and sprinkle over roasted vegetables or mix into your favorite marinades. Parsley isn't just a garnish - it's a flavor booster. Elevate your recipes with this simple yet essential ingredient.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/d3e5989f-ee9a-43cc-8e55-324367419621/Parsley%20each']
0000000000012183,"Organic Avocados, 4 pack",ALDI,,,https://www.aldi.us/product/organic-organic-avocados-4-pack-0000000000012183,4.75,4.75,USD,USA,Home > Featured > Cinco de Mayo,"No produce drawer is complete without these Organic Avocados from ALDI! The fresh avocados are packed with healthy fats, fiber, and antioxidants to support your health. Use yours to make flavorful guacamole, loaded avocado toast, or a nutritious veggie wrap!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/f3d41eeb-fb33-43c7-86ae-d210a3564538/Organic%20Avocados%204%20pack']
0000000000012547,"Italian Style Breaded Eggplant Fries, 16 oz",Season's Choice,16,oz,https://www.aldi.us/product/season-s-choice-eggplant-fries-0000000000012547,4.99,4.99,USD,USA,Home > ALDI Finds > Food,,"['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/1df45f0b-27ba-42e6-aae4-98f30cb0b289/Italian%20Style%20Breaded%20Eggplant%20Fries%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/7233e967-e66e-4d5a-b06d-e23e7469f5f5/Italian%20Style%20Breaded%20Eggplant%20Fries%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/f18af3f6-0ddf-4fa4-88dd-4b0db6bb4503/Italian%20Style%20Breaded%20Eggplant%20Fries%2016%20oz']"
0000000000012573,"Italian Style Breaded Eggplant Cutlets, 16 oz",Season's Choice,16,oz,https://www.aldi.us/product/season-s-choice-eggplant-cutlets-0000000000012573,4.99,4.99,USD,USA,Home > ALDI Finds > Food,,"['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/73fd6ee5-ab1b-4212-880d-169698d1f0ff/Italian%20Style%20Breaded%20Eggplant%20Cutlets%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/82436b56-945f-49e4-a141-2b5f3dd81cb3/Italian%20Style%20Breaded%20Eggplant%20Cutlets%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/510e4e80-97b1-4cb1-afa1-b500a6455637/Italian%20Style%20Breaded%20Eggplant%20Cutlets%2016%20oz']"
0000000000014826,"Chayote Squash, each",ALDI,,,https://www.aldi.us/product/chayote-squash-0000000000014826,,,USD,,"Home > Fresh Produce > Fresh Vegetables ","Discover the versatility of Chayote Squash. This unique squash can be enjoyed raw in salads, sautéed with garlic or boiled for a tender side dish. Its crisp texture and mild flavor make it perfect for adding a nutritious twist to your meals. Elevate your culinary creations with Chayote Squash, ideal for a variety of recipes.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/37655269-6205-4b27-aebd-ace545afe78e/Chayote%20Squash%20each']
0000000000015156,"Organic Cherub Grape Tomatoes, 10 oz",ALDI,10,oz,https://www.aldi.us/product/organic-cherub-grape-tomatoes-package-0000000000015156,3.65,3.65,USD,,"Home > Fresh Produce > Fresh Vegetables ","NatureSweet Organic Cherub Tomatoes are perfect for your salads, snacks and recipes. These sweet, juicy tomatoes are USDA organic and non-GMO, making them a healthy choice. Toss them into a fresh salad, add them to your favorite pasta dish or enjoy them as a quick snack. These tomatoes deliver on quality and taste.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/f62fd820-9b79-4a89-b82d-e25de05f03d8/Organic%20Cherub%20Grape%20Tomatoes%2010%20oz']
0000000000015876,"Organic Zucchini, per lb",ALDI,,,https://www.aldi.us/product/organic-zucchini-0000000000015876,2.74,2.74,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","Shop for fresh and healthy Zucchini. Zucchini is a very versatile vegetable and can be grilled, baked, and more. It can even be made into zucchini spirals for a healthier noodle option. Add your favorite sauce and protein and it almost tastes like spaghetti. When selecting zucchini at the store, look for zucchini that’s slightly prickly and has shiny skin. The skin should be firm and free of cuts and bruises. Discover all of our fresh and high-quality produce options at affordable prices when you shop with us.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/8089eaa1-5905-44d7-912b-492e94aa2237/Organic%20Zucchini%20per%20lb']
0000000000015881,"Cantaloupe Chunks, 16 oz",ALDI,16,oz,https://www.aldi.us/product/cantaloupe-chunks-0000000000015881,4.39,4.39,USD,USA,Home > Fresh Produce > Fresh Fruit,"Fresh, ready-to-eat Little Salad Bar Cantaloupe Chunks are perfect for snacks, salads or a refreshing breakfast addition. Pre-cut for convenience, these juicy chunks save time and mess. Enjoy them straight from the container or blend into smoothies for a burst of natural sweetness. Elevate any meal with these versatile cantaloupe chunks to keep things quick and simple. Enjoy this easy, nutritious option.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/32212fa0-3b79-4a7b-8b33-e03832aac4dd/Cantaloupe%20Chunks%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/ed3d496f-0e7b-44b1-8209-9ab5f9963d41/Cantaloupe%20Chunks%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/9ba38e8a-b469-479f-a91c-e5480ef627d1/Cantaloupe%20Chunks%2016%20oz']"
0000000000015895,"Zucchini, per lb",ALDI,,,https://www.aldi.us/product/zucchini-squash-0000000000015895,2.18,2.18,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","No veggie drawer is complete without a fresh Zucchini from ALDI! The fresh zucchini is packed with Vitamin A to support your immune system and promote better vision. Enjoy yours in a colorful salad at lunchtime, shred it into zoodles, or use it in a healthy zucchini bread recipe!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/ffd54226-8637-46b3-9a44-5c39c75b6f02/Zucchini%20per%20lb']
0000000000016085,"White Onion, per lb",ALDI,,,https://www.aldi.us/product/white-onion-0000000000016085,,,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","Make every meal better with White Onion. Perfect for salads, salsas and sautés, these versatile onions bring a crisp, fresh flavor to your dishes. Slice and toss into a stir-fry, dice for a zesty pico de gallo or caramelize for a sweet and savory addition to your favorite recipes. Enhance your culinary creations with this staple ingredient.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/7f052ce9-aca9-4065-92f1-df74c42904a1/White%20Onion%20per%20lb']
0000000000021811,"Calabaza Squash, per lb",ALDI,,,https://www.aldi.us/product/calabaza-squash-0000000000021811,,,USD,,"Home > Fresh Produce > Fresh Vegetables ","Calabaza Squash is your new kitchen staple. Slice it for a fresh salad, roast it for a side dish or add it to stews for extra texture. Its mild flavor pairs perfectly with a variety of spices and herbs. Nutritious and versatile, this squash elevates any meal. Make it a part of your grocery list and discover new favorite recipes.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/b707a0ef-c461-4514-99b5-cad9565e26e3/Calabaza%20Squash%20per%20lb']
0000000000022361,"Peaches, 2 lb",ALDI,2,lb,https://www.aldi.us/product/peaches-2-lb-0000000000022361,2.98,2.98,USD,USA,Home > Featured > Price Drops,"These fresh Peaches are perfect for snacking, baking or adding to salads. Enjoy them sliced on cereal or yogurt for a quick breakfast. Use them in pies or cobblers for a sweet treat. Their juicy texture and natural sweetness make them versatile and satisfying.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/e881c2bb-60eb-4ac0-b5e8-dfc3708b3e43/Peaches%202%20lb']
0000000000028923,"Party Pack Tomatoes, 1.5 lb",ALDI,1.5,lb,https://www.aldi.us/product/party-pack-tomatoes-1-5-lb-0000000000028923,5.49,5.49,USD,,"Home > Fresh Produce > Fresh Vegetables ","Add a burst of color to your meals with Party Pack Tomatoes. These vibrant cherry tomatoes are perfect for salads, snacking or roasting. Mix them into pasta dishes or use them as a fresh topping for your favorite pizzas. Conveniently packaged and ready to use. Enjoy the freshness and versatility of Party Pack Tomatoes.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/97458ab5-2de5-4ab2-9f65-67bd0bb24b5e/Party%20Pack%20Tomatoes%201.5%20lb']
0000000000029869,"Santa Fe Salad Bowl, 3.75 oz",Little Salad Bar,3.75,oz,https://www.aldi.us/product/little-salad-bar-santa-fe-salad-bowl-0000000000029869,,,USD,USA,Home > Fresh Produce > Salad Kits,"This Little Salad Bar Santa Fe Salad Bowl is a vibrant mix of iceberg and green leaf lettuce, white meat chicken, roasted corn, cheese and tortilla chips, all topped with salsa ranch dressing. Perfect for a quick lunch or a light dinner, this salad is ready to eat whenever you are. Enjoy a burst of flavor in every bite.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/42571bb8-957f-4c6c-a847-5094391ec2e1/Santa%20Fe%20Salad%20Bowl%203.75%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/224a0dde-96cc-483d-b940-3f675780b454/Santa%20Fe%20Salad%20Bowl%203.75%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/6084da33-17d9-4f3d-a853-6d556779cf9e/Santa%20Fe%20Salad%20Bowl%203.75%20oz']"
0000000000029976,"Perfect Pairing Red and Green Grapes, 3 lb",Specially Selected,3,lb,https://www.aldi.us/product/specially-selected-perfect-pairing-grapes-3-lb-0000000000029976,8.79,8.79,USD,USA,Home > Featured > Charcuterie,"Enjoy the perfect combination of red and green seedless grapes with Specially Selected Perfect Pairing Red & Green Grapes. Ideal for snacking, adding to salads or serving at gatherings. Fresh, crisp and naturally sweet, these grapes are a great snack.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/56a00e83-6111-4e63-927b-324c43555715/Perfect%20Pairing%20Red%20and%20Green%20Grapes%203%20lb']
0000000000031388,"Pesto Ceasar Salad, 9.50 oz",ALDI,9.50,oz,https://www.aldi.us/product/pesto-ceasar-sld-0000000000031388,2.99,2.99,USD,USA,Home > Fresh Produce > Salad Kits,"Fresh Express Pesto Caesar Salad is a vibrant mix of iceberg and green leaf lettuce, paired with creamy pesto Caesar dressing, garlic brioche croutons and shredded Parmesan cheese. Perfect for a quick lunch or a side dish for dinner, this salad kit makes it easy to enjoy a flavorful and satisfying meal. Just toss and serve for a fresh, convenient option that's ready to eat.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/8f25c828-6678-457a-acd6-6b9d95540b15/Pesto%20Ceasar%20Salad%209.50%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/a859a326-6ca8-4454-b66f-496cf6809a25/Pesto%20Ceasar%20Salad%209.50%20oz']"
0000000000031586,Large Russet Potatoes,ALDI,,,https://www.aldi.us/product/large-russet-potato-loose-0000000000031586,,,USD,USA,"Home > Fresh Produce > Fresh Vegetables ","Large Russet Potatoes are a pantry staple. Perfect for baking, mashing or frying, these potatoes are versatile and hearty. Whip up classic mashed potatoes, crispy fries or a baked potato loaded with your favorite toppings. These Large Russet Potatoes are a filling and satisfying addition to all your dishes.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/f236ec0f-2c5b-4c5f-930d-728e7aef2a60/Large%20Russet%20Potatoes']
0000000000032498,"Rosemary, 0.5 oz",ALDI,0.5,oz,https://www.aldi.us/product/fresh-rosemary-0000000000032498,1.75,1.75,USD,USA,Home > Featured > Price Drops,"Garden Herbs Rosemary is a must-have in any kitchen. Perfect for enhancing the flavors of roasted meats, potatoes and vegetable dishes, this herb brings a fragrant, earthy aroma to your culinary creations. Add Garden Herbs Rosemary to your cart and take your cooking to the next level.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/357de7df-f480-463b-bff1-9157b1447961/Rosemary%200.5%20oz']
0000000000032499,"Fresh Thyme, 0.5 oz",ALDI,0.5,oz,https://www.aldi.us/product/fresh-thyme-0000000000032499,1.75,1.75,USD,,Home > Featured > Price Drops,"Add bold flavor to any dish with Garden Herbs Fresh Thyme. Perfect for roasting meats, seasoning vegetables or enhancing soups, this fresh thyme brings a vibrant and aromatic touch to your kitchen. Elevate your meals with the unmistakable taste of fresh thyme.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/1d5bd046-f7d4-40ae-bf40-e41ded31650d/Fresh%20Thyme%200.5%20oz']
0000000000032502,"Seedless Lemons, 1 lb",ALDI,1,lb,https://www.aldi.us/product/seedless-lemons-0000000000032502,3.19,3.19,USD,USA,Home > Fresh Produce > Fresh Fruit,"Brighten up your dishes with Seedless Lemons. Perfect for squeezing over fresh salads, adding zest to baked goods or crafting refreshing beverages. These versatile lemons are a kitchen essential. No seeds mean no fuss, just pure citrus flavor. Elevate your culinary creations with ease and enjoy the vibrant taste these lemons bring to every meal.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/c35ef050-49d3-4dc9-bac5-5f9a40750302/Seedless%20Lemons%201%20lb']
0000000000034054,"Sweet Blackberries, 10 oz",Sweetest Batch,10,oz,https://www.aldi.us/product/sweetest-batch-blackberries-sweet-package-0000000000034054,,,USD,,Home > Featured > Charcuterie,"Add a burst of sweetness to your day with Sweetest Batch Sweet Blackberries. Perfect for breakfast, snacks or desserts, these blackberries are versatile and packed with flavor. Toss them into your morning yogurt, blend them into smoothies or enjoy them fresh. Enjoy the fresh taste of Sweetest Batch Sweet Blackberries today.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/0a6491ba-8ff7-4068-b6ba-f6b5c4950bb4/Sweet%20Blackberries%2010%20oz']
