price,description,specification,images,location,contact_info
,Online Owner's Manual ,"{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D3', 'Condition': 'Used', 'Stock Number': 'MU00744537', 'MLS Number': '13185610', 'Serial Number': 'BT900###', 'Usage': '1,251 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584203.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584206.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584209.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584212.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584214.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584215.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584219.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584223.jpg']"," Located in Perugia, Italy",+39 759 880 124
,Online Owner's Manual ,"{'Year': '2005', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '257B', 'Condition': 'Used', 'Stock Number': 'MU00702409', 'MLS Number': '12576741', 'Serial Number': 'SLK03241', 'Usage': '1,660 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-257B-43904476.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-257B-43904478.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-257B-43904480.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-257B-43904482.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-257B-43904484.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-257B-43904486.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-257B-43904487.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-257B-43904488.jpg']"," Located in Perugia, Italy",+39 759 880 124
4614039.29,"ENGINEPOWER: 74 HP,Online Owner's Manual ,OPERATING WEIGHT: 4 T,RUBBER CHAIN CONDITION: 60 %,UNDERCARRIAGE CARRIER ROLLERS: 60 %,UNDERCARRIAGE IDLERS: 60 %,UNDERCARRIAGE SPROCKETS: 60 %,UNDERCARRIAGE TRACK ROLLERS: 60 %","{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '259D', 'Condition': 'Used', 'Stock Number': 'TE900706', 'MLS Number': '13739136', 'Serial Number': 'TE900706', 'Usage': '3,998 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59592824.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653618.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653621.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653624.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653626.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653629.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653631.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653634.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653636.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-259D-59653638.jpg']"," Located in Mittenwalde/Ot Schenkendorf, Germany",+49 6631 96010
6869791.84,"BUCKET CONDITION: 80 %,ENGINEPOWER: 74 HP,Online Owner's Manual ,OPERATING WEIGHT: 4.8 T,RUBBER CHAIN CONDITION: 60 %,UNDERCARRIAGE IDLERS: 70 %,UNDERCARRIAGE SPROCKETS: 70 %","{'Year': '2019', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D', 'Condition': 'Used', 'Stock Number': 'BT900594', 'MLS Number': '13739130', 'Serial Number': 'BT900594', 'Usage': '1,715 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624019.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624022.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624025.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624027.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624029.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624031.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624034.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624036.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624038.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624041.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624043.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624046.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624048.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624050.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624052.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624055.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624057.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624059.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624061.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624063.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624065.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624067.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624069.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Caterpillar-289D-59624071.jpg']"," Located in Mittenwalde/Ot Schenkendorf, Germany",+49 6631 96010
1666180.86,"ENGINEPOWER: 34 HP,OPERATING WEIGHT: 1.8 T,TIRES CONDITION FRONT LEFT: 30 %,TIRES CONDITION FRONT RIGHT: 30 %,TIRES CONDITION REAR LEFT: 30 %,TIRES CONDITION REAR RIGHT: 30 %","{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'S100', 'Condition': 'Used', 'Stock Number': 'B4KH11470', 'MLS Number': '13747702', 'Serial Number': 'B4KH11470', 'Usage': '1,304 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725457.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725460.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725463.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725467.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725469.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725472.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725475.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725476.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725480.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725482.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725486.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725490.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725493.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725495.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725497.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725500.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725504.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725507.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725511.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/48016/Skid-Steers-Bobcat-S100-59725513.jpg']"," Located in Limbach-Oberfrohna, Germany",+49 6631 96010
,Online Owner's Manual ,"{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D3', 'Condition': 'Used', 'Stock Number': 'MU00744595', 'MLS Number': '13185623', 'Serial Number': 'BT900###', 'Usage': '1,815 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584344.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584349.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584352.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584357.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584360.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584366.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584369.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584373.jpg']"," Located in Verona, Italy",+39 45825041
,Online Owner's Manual ,"{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D3', 'Condition': 'Used', 'Stock Number': 'MU00744537', 'MLS Number': '13185614', 'Serial Number': 'BT900###', 'Usage': '1,251 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584257.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584258.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584262.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584265.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584267.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584270.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584273.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584276.jpg']"," Located in Verona, Italy",+39 45825041
,Online Owner's Manual ,"{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D3', 'Condition': 'Used', 'Stock Number': 'MU00744537', 'MLS Number': '13185612', 'Serial Number': 'BT900###', 'Usage': '1,251 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584229.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584233.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584236.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584240.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584243.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584245.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584248.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584250.jpg']"," Located in Verona, Italy",+39 45825041
,Online Owner's Manual ,"{'Year': '2019', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '242D3', 'Condition': 'Used', 'Stock Number': 'MU00741007', 'MLS Number': '13154004', 'Serial Number': 'ME600632', 'Usage': '2,152 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-51177385.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-51177387.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-51177388.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-51177389.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-51177391.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-51177392.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-51177393.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-51177394.jpg']"," Located in Verona, Italy",+39 45825041
,Online Owner's Manual ,"{'Year': '2019', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '242D3', 'Condition': 'Used', 'Stock Number': 'MU00742459', 'MLS Number': '13142617', 'Serial Number': 'ME600###', 'Usage': '1,577 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982736.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982739.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982741.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982743.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982745.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982748.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982751.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982753.jpg']"," Located in Verona, Italy",+39 45825041
,Online Owner's Manual ,"{'Year': '2019', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '242D3', 'Condition': 'Used', 'Stock Number': 'MU00742459', 'MLS Number': '13142614', 'Serial Number': 'ME600###', 'Usage': '1,577 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982712.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982714.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982718.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982719.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982722.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982724.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982729.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-242D3-50982731.jpg']"," Located in Verona, Italy",+39 45825041
,Online Owner's Manual ,"{'Year': '2017', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '226D', 'Condition': 'Used', 'Stock Number': 'MU00740129', 'MLS Number': '13114959', 'Serial Number': 'HRD02624', 'Usage': '3,664 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50583150.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50583151.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50583152.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50583153.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50583154.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50583155.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50583156.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50583157.jpg']"," Located in Verona, Italy",+39 45825041
,Online Owner's Manual ,"{'Year': '2017', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '226D', 'Condition': 'Used', 'Stock Number': 'MU00740129', 'MLS Number': '13113004', 'Serial Number': 'HRD02624', 'Usage': '3,664 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50551732.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50551733.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50551735.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50551737.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50551739.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50551740.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50551743.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-226D-50551746.jpg']"," Located in Verona, Italy",+39 45825041
,Online Owner's Manual ,"{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D3', 'Condition': 'Used', 'Stock Number': 'MU00749912', 'MLS Number': '13283117', 'Serial Number': 'BT900691', 'Usage': '2,959 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-53058596.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-53058597.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-53058598.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-53058599.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-53058600.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-53058601.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-53058602.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-53058603.jpg']"," Located in Torino, Italy",+39 02 9236 4378
,Online Owner's Manual ,"{'Year': '2007', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '287C', 'Condition': 'Used', 'Stock Number': 'MU00742941', 'MLS Number': '13197458', 'Serial Number': 'MAS00215', 'Usage': '3,154 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750633.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750635.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750640.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750644.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750647.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750651.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750654.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750657.jpg']"," Located in Torino, Italy",+39 02 9236 4378
,Online Owner's Manual ,"{'Year': '2007', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '287C', 'Condition': 'Used', 'Stock Number': 'MU00742941', 'MLS Number': '13197441', 'Serial Number': 'MAS00215', 'Usage': '3,154 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750490.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750492.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750494.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750496.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750498.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750499.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750501.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-287C-51750502.jpg']"," Located in Torino, Italy",+39 02 9236 4378
,Online Owner's Manual ,"{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '289D3', 'Condition': 'Used', 'Stock Number': 'MU00744595', 'MLS Number': '13185620', 'Serial Number': 'BT900###', 'Usage': '1,815 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584310.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584312.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584314.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584318.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584322.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584325.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584329.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-289D3-51584332.jpg']"," Located in Torino, Italy",+39 119627524
,Online Owner's Manual ,"{'Year': '2014', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '246D', 'Condition': 'Used', 'Stock Number': 'MU00741542', 'MLS Number': '13167186', 'Serial Number': 'BYF00812', 'Usage': '2,994 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317232.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317236.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317238.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317239.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317240.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317241.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317242.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317244.jpg']"," Located in Torino, Italy",+39 02 9236 4378
,Online Owner's Manual ,"{'Year': '2014', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '246D', 'Condition': 'Used', 'Stock Number': 'MU00741542', 'MLS Number': '13167179', 'Serial Number': 'BYF00812', 'Usage': '2,994 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317121.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317124.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317127.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317130.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317132.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317134.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317137.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43328/Skid-Steers-Caterpillar-246D-51317139.jpg']"," Located in Torino, Italy",+39 02 9236 4378
